index1,line,cp,algo,x,y
1849,L17, intermediate, fridrich,39.945065,40.635662
1850,L17, intermediate, fridrich,41.3704,40.959965
1851,L17, intermediate, fridrich,42.420506,40.84828
1852,L17, intermediate, fridrich,64.130196,-0.18938543
1853,L17, intermediate, fridrich,63.625042,-0.32631278
1854,L17, intermediate, fridrich,38.146435,-0.07452244
1855,L17, intermediate, fridrich,38.073658,-3.4345784
1856,L17, intermediate, fridrich,41.63699,-3.6304333
1857,L17, intermediate, fridrich,40.69485,-6.134031
1858,L17, intermediate, fridrich,36.286884,-2.7063937
1859,L17, intermediate, fridrich,38.053314,-3.4184597
1860,L17, intermediate, fridrich,41.63269,-3.6633096
1861,L17, intermediate, fridrich,45.42423,2.6000662
1862,L17, intermediate, fridrich,34.45333,-5.3484597
1863,L17, intermediate, fridrich,35.07475,-2.9096208
1864,L17, intermediate, fridrich,52.069523,13.62239
1865,L17, intermediate, fridrich,49.628643,16.555521
1866,L17, intermediate, fridrich,48.85812,16.754614
1867,L17, intermediate, fridrich,37.019524,4.64857
1868,L17, intermediate, fridrich,31.58668,2.3786452
1869,L17, intermediate, fridrich,6.2469935,84.226204
1870,L17, intermediate, fridrich,-12.064232,84.14411
1871,L17, checkpoint, fridrich,16.856024,-23.703852
1872,L17, intermediate, fridrich,17.875341,-28.862684
1873,L17, intermediate, fridrich,-9.471073,86.37345
1874,L17, intermediate, fridrich,-48.171463,67.17532
1875,L17, intermediate, fridrich,-53.493164,58.231045
1876,L17, intermediate, fridrich,0.34253785,93.945
1877,L17, intermediate, fridrich,-12.282257,82.573524
1878,L17, intermediate, fridrich,-46.182487,67.76491
1879,L17, intermediate, fridrich,-54.826485,53.816086
1880,L17, intermediate, fridrich,5.337182,95.270966
1881,L17, intermediate, fridrich,-5.873758,79.49079
1882,L17, checkpoint, fridrich,19.512285,-41.601345
1883,L17, intermediate, fridrich,-80.355606,-4.7660356
1884,L17, intermediate, fridrich,-78.80704,9.8214
1885,L17, intermediate, fridrich,-54.393326,-34.705765
1886,L17, intermediate, fridrich,-56.658035,-45.89557
1887,L17, intermediate, fridrich,-79.30036,20.134281
1888,L17, intermediate, fridrich,-83.36797,-9.320513
1889,L17, checkpoint, fridrich,9.065389,-22.264542
1890,L17, intermediate, fridrich,12.188585,-18.745037
1891,L17, intermediate, fridrich,-85.452995,-11.268069
1892,L17, intermediate, fridrich,-80.85175,21.225348
1893,L17, intermediate, fridrich,-58.330635,-46.934216
1894,L17, intermediate, fridrich,-52.891254,-33.26775
1895,L17, intermediate, fridrich,-77.6732,8.578223
1896,L17, intermediate, fridrich,-77.047134,-10.430773
1897,L17, checkpoint, fridrich,9.479761,-31.342798
1898,L17, intermediate, fridrich,12.2739935,-34.987476
1899,L17, intermediate, fridrich,59.8292,-20.352654
1900,L17, intermediate, fridrich,65.03683,-21.460434
1901,L17, intermediate, fridrich,69.627144,-20.041956
1902,L17, intermediate, fridrich,68.522545,-17.153296
1903,L17, intermediate, fridrich,65.315384,-18.449875
1904,L17, intermediate, fridrich,62.480705,-15.999571
1905,L17, intermediate, fridrich,67.07419,-13.290593
1906,L17, intermediate, fridrich,39.60399,-27.451674
1907,L17, intermediate, fridrich,5.1436934,-27.445286
1908,L17, intermediate, fridrich,17.67204,-38.100006
1909,L17, intermediate, fridrich,-49.601307,2.332922
1910,L17, intermediate, fridrich,-47.49627,-3.9453619
1911,L17, intermediate, fridrich,-55.586098,-19.54536
1912,L17, intermediate, fridrich,-62.405933,-24.480347
1913,L17, intermediate, fridrich,-70.097534,-18.486588
1914,L17, intermediate, fridrich,-55.34699,-11.460151
1915,L17, intermediate, fridrich,-59.309612,-9.238846
1916,L17, intermediate, fridrich,-67.35246,-16.652527
1917,L17, intermediate, fridrich,-64.63271,-20.912733
1918,L17, intermediate, fridrich,-60.674694,-14.248361
1919,L17, intermediate, fridrich,-63.5703,-9.729046
1920,L17, intermediate, fridrich,-55.37135,-3.0179513
1921,L17, intermediate, fridrich,-75.11804,9.115494
1922,L17, intermediate, fridrich,-74.41639,-9.145668
1923,L17, intermediate, fridrich,14.216483,-29.97885
1924,L17, end, fridrich,0.6400659,-30.462936
1925,L18, start, beginner,-2.617597,37.20678
1926,L18, intermediate, beginner,-2.257847,37.462147
1927,L18, intermediate, beginner,-1.6360441,37.920486
1928,L18, intermediate, beginner,-0.77312946,38.62114
1929,L18, intermediate, beginner,-0.33569515,39.383904
1930,L18, intermediate, beginner,0.22624269,39.69253
1931,L18, intermediate, beginner,1.1089647,39.74667
1932,L18, intermediate, beginner,1.9648691,40.09252
1933,L18, intermediate, beginner,3.112294,40.86669
1934,L18, intermediate, beginner,3.4153607,41.161392
1935,L18, intermediate, beginner,4.292901,41.64383
1936,L18, intermediate, beginner,5.0778823,41.6913
1937,L18, intermediate, beginner,6.4985456,42.40966
1938,L18, intermediate, beginner,6.9962096,42.69324
1939,L18, intermediate, beginner,7.7583942,42.2882
1940,L18, intermediate, beginner,7.7753253,41.158665
1941,L18, intermediate, beginner,7.9613276,40.348484
1942,L18, intermediate, beginner,8.104857,38.722534
1943,L18, intermediate, beginner,7.7339883,37.889576
1944,L18, intermediate, beginner,8.268267,37.547844
1945,L18, intermediate, beginner,8.844926,38.089634
1946,L18, checkpoint, beginner,10.929456,38.392094
1947,L18, intermediate, beginner,14.389013,38.83035
1948,L18, intermediate, beginner,15.453158,39.613182
1949,L18, intermediate, beginner,15.7574625,39.560623
1950,L18, intermediate, beginner,14.924192,38.39211
1951,L18, intermediate, beginner,14.657583,38.150604
1952,L18, intermediate, beginner,11.698301,37.925957
1953,L18, intermediate, beginner,12.376903,37.612766
1954,L18, intermediate, beginner,14.448357,36.617996
1955,L18, intermediate, beginner,13.086451,34.62947
1956,L18, intermediate, beginner,13.470236,34.397453
1957,L18, intermediate, beginner,14.792589,36.054527
1958,L18, intermediate, beginner,14.20374,35.881622
1959,L18, intermediate, beginner,13.904124,34.3275
1960,L18, intermediate, beginner,15.230061,34.774963
1961,L18, intermediate, beginner,33.506996,-9.757389
1962,L18, intermediate, beginner,39.15359,10.864339
1963,L18, intermediate, beginner,33.64316,12.949554
1964,L18, intermediate, beginner,31.71405,12.507794
1965,L18, intermediate, beginner,38.517647,10.084933
1966,L18, intermediate, beginner,42.588345,9.836638
1967,L18, intermediate, beginner,18.263012,-2.0746922
1968,L18, intermediate, beginner,24.677956,1.7049974
1969,L18, intermediate, beginner,0.31356424,87.44106
1970,L18, intermediate, beginner,1.5084478,86.08867
1971,L18, intermediate, beginner,26.486813,0.24869783
1972,L18, intermediate, beginner,30.994406,4.530411
1973,L18, intermediate, beginner,7.8939853,86.77384
1974,L18, intermediate, beginner,-11.206217,79.211395
1975,L18, intermediate, beginner,-45.339146,69.581375
1976,L18, intermediate, beginner,-56.253258,55.21861
1977,L18, intermediate, beginner,3.9194036,96.926414
1978,L18, intermediate, beginner,-3.742033,79.757645
1979,L18, checkpoint, beginner,28.506819,-19.01491
1980,L18, intermediate, beginner,48.40984,6.125597
1981,L18, intermediate, beginner,47.440117,-2.9705613
1982,L18, intermediate, beginner,29.174088,-15.275178
1983,L18, intermediate, beginner,3.9325845,-12.319209
1984,L18, intermediate, beginner,50.990166,0.6257175
1985,L18, intermediate, beginner,47.459324,3.6889098
1986,L18, intermediate, beginner,16.42554,-24.51442
1987,L18, intermediate, beginner,26.40773,-25.273014
1988,L18, intermediate, beginner,48.483772,-39.749073
1989,L18, intermediate, beginner,51.138275,-31.445667
1990,L18, intermediate, beginner,19.614292,75.83453
1991,L18, intermediate, beginner,17.438684,82.601326
1992,L18, intermediate, beginner,10.532504,83.56221
1993,L18, intermediate, beginner,-3.3065023,77.54978
1994,L18, intermediate, beginner,19.795347,-12.344059
1995,L18, intermediate, beginner,28.567343,-25.193598
1996,L18, intermediate, beginner,49.28191,-39.04992
1997,L18, intermediate, beginner,51.412453,-30.510677
1998,L18, intermediate, beginner,20.08709,76.297295
1999,L18, intermediate, beginner,16.800507,82.3689
2000,L18, intermediate, beginner,11.16487,83.586075
2001,L18, intermediate, beginner,-4.7320213,76.89009
2002,L18, intermediate, beginner,17.6415,-14.109905
2003,L18, intermediate, beginner,26.92967,-20.04419
2004,L18, intermediate, beginner,57.518196,13.18408
2005,L18, intermediate, beginner,-6.202786,-59.61786
2006,L18, intermediate, beginner,-2.8720717,-56.977543
2007,L18, intermediate, beginner,-6.679821,-46.524387
2008,L18, intermediate, beginner,-12.070586,-50.621525
2009,L18, intermediate, beginner,-4.805965,-62.359356
2010,L18, intermediate, beginner,-1.9957421,-60.42175
2011,L18, intermediate, beginner,-0.4514302,-47.128216
2012,L18, intermediate, beginner,-14.425002,-52.860508
2013,L18, intermediate, beginner,-8.871972,-56.310265
2014,L18, intermediate, beginner,0.32372805,-54.35319
2015,L18, intermediate, beginner,2.0598342,-49.736607
2016,L18, intermediate, beginner,-11.80766,-54.187294
2017,L18, intermediate, beginner,-7.4884844,-58.410168
2018,L18, intermediate, beginner,-2.9894915,-54.901188
2019,L18, intermediate, beginner,-6.2398715,-48.745457
2020,L18, intermediate, beginner,-3.803626,-48.727493
2021,L18, intermediate, beginner,-15.849666,-60.484985
2022,L18, intermediate, beginner,-10.682034,-64.110054
2023,L18, intermediate, beginner,2.5126917,-58.47639
2024,L18, intermediate, beginner,0.18102519,-42.953297
2025,L18, intermediate, beginner,-17.961592,-57.813972
2026,L18, intermediate, beginner,-10.9455,-61.738792
2027,L18, intermediate, beginner,8.237412,-56.110447
2028,L18, intermediate, beginner,13.252376,-30.897434
2029,L18, intermediate, beginner,60.715145,12.447565
2030,L18, intermediate, beginner,-8.778037,-62.316326
2031,L18, intermediate, beginner,-0.09379875,-57.78047
2032,L18, intermediate, beginner,-3.9446697,-46.780743
2033,L18, intermediate, beginner,-15.934164,-61.700203
2034,L18, intermediate, beginner,-8.892976,-63.50589
2035,L18, intermediate, beginner,0.7982513,-58.766346
2036,L18, intermediate, beginner,-1.4056464,-45.142136
2037,L18, intermediate, beginner,1.837683,-45.01773
2038,L18, intermediate, beginner,-15.778062,-55.745117
2039,L18, intermediate, beginner,-11.586205,-59.205856
2040,L18, intermediate, beginner,14.08789,-55.80247
2041,L18, intermediate, beginner,15.7508545,-43.29575
2042,L18, intermediate, beginner,-13.25564,-56.2511
2043,L18, intermediate, beginner,-10.062359,-59.090725
2044,L18, intermediate, beginner,-3.5759382,-53.079975
2045,L18, intermediate, beginner,-4.3366275,-50.874435
2046,L18, intermediate, beginner,-14.837619,-59.05451
2047,L18, intermediate, beginner,-12.113222,-63.95864
2048,L18, intermediate, beginner,4.148366,-58.434586
2049,L18, intermediate, beginner,1.9986753,-44.54972
2050,L18, intermediate, beginner,-16.263496,-56.23558
2051,L18, intermediate, beginner,-11.792389,-60.032524
2052,L18, intermediate, beginner,14.682699,-57.36303
2053,L18, intermediate, beginner,16.635796,-42.00561
2054,L18, end, beginner,0.10476074,-31.801876
2055,L19, start, fridrich,-39.312027,50.54566
2056,L19, intermediate, fridrich,-39.479935,50.03885
2057,L19, intermediate, fridrich,-39.734745,49.383137
2058,L19, intermediate, fridrich,-38.794727,48.698994
2059,L19, intermediate, fridrich,-38.275013,48.96584
2060,L19, intermediate, fridrich,-37.402443,49.049877
2061,L19, intermediate, fridrich,-35.901672,48.76727
2062,L19, intermediate, fridrich,-34.717873,48.623466
2063,L19, intermediate, fridrich,-33.358227,48.70675
2064,L19, intermediate, fridrich,-32.599785,49.52024
2065,L19, intermediate, fridrich,-32.188133,49.22351
2066,L19, intermediate, fridrich,-32.425938,48.34839
2067,L19, intermediate, fridrich,-31.696348,47.282764
2068,L19, intermediate, fridrich,-30.011019,45.89104
2069,L19, intermediate, fridrich,-29.778362,45.33026
2070,L19, intermediate, fridrich,-29.13088,44.96925
2071,L19, intermediate, fridrich,-28.353323,45.281776
2072,L19, intermediate, fridrich,-26.530159,45.234035
2073,L19, intermediate, fridrich,-25.796867,45.222744
2074,L19, intermediate, fridrich,-24.917034,45.316048
2075,L19, intermediate, fridrich,-24.079357,45.152504
2076,L19, intermediate, fridrich,-23.549847,44.883774
2077,L19, intermediate, fridrich,-21.692867,44.136818
2078,L19, intermediate, fridrich,-21.224684,43.972397
2079,L19, intermediate, fridrich,-20.38748,43.048027
2080,L19, intermediate, fridrich,-20.110615,42.44976
2081,L19, intermediate, fridrich,-19.725988,41.449734
2082,L19, intermediate, fridrich,-19.584946,40.117336
2083,L19, intermediate, fridrich,-18.948364,40.07131
2084,L19, intermediate, fridrich,-18.458574,41.0035
2085,L19, intermediate, fridrich,-18.057308,41.487236
2086,L19, checkpoint, fridrich,22.758116,61.277832
2087,L19, intermediate, fridrich,23.50626,61.41994
2088,L19, intermediate, fridrich,24.034737,61.515404
2089,L19, intermediate, fridrich,25.553328,61.3526
2090,L19, intermediate, fridrich,26.153505,61.20377
2091,L19, intermediate, fridrich,27.248226,60.864193
2092,L19, intermediate, fridrich,28.722307,60.567966
2093,L19, intermediate, fridrich,29.056692,60.35106
2094,L19, intermediate, fridrich,-46.777206,10.002292
2095,L19, intermediate, fridrich,-46.70907,9.730056
2096,L19, intermediate, fridrich,29.57295,58.82867
2097,L19, intermediate, fridrich,29.66088,58.291843
2098,L19, intermediate, fridrich,27.922283,64.356964
2099,L19, intermediate, fridrich,27.937616,64.348694
2100,L19, intermediate, fridrich,29.742834,57.883408
2101,L19, intermediate, fridrich,32.348442,16.58905
2102,L19, intermediate, fridrich,30.847109,15.848246
2103,L19, intermediate, fridrich,31.04238,15.507534
2104,L19, intermediate, fridrich,32.515358,16.011768
2105,L19, intermediate, fridrich,33.07723,13.5852785
2106,L19, intermediate, fridrich,31.990742,13.450583
2107,L19, intermediate, fridrich,38.25832,10.874373
2108,L19, intermediate, fridrich,9.837169,77.10997
2109,L19, intermediate, fridrich,9.649306,75.20289
2110,L19, intermediate, fridrich,41.94461,11.9464035
2111,L19, intermediate, fridrich,25.511753,5.084792
2112,L19, intermediate, fridrich,-3.2000816,71.89358
2113,L19, intermediate, fridrich,-2.377793,72.141174
2114,L19, intermediate, fridrich,25.571457,5.5931616
2115,L19, intermediate, fridrich,42.357586,-23.47079
2116,L19, intermediate, fridrich,44.584343,-28.125185
2117,L19, intermediate, fridrich,43.405388,-28.424522
2118,L19, intermediate, fridrich,41.398315,-27.3724
2119,L19, checkpoint, fridrich,9.456896,-14.7113285
2120,L19, intermediate, fridrich,-0.6573315,74.47293
2121,L19, intermediate, fridrich,-43.83096,71.935486
2122,L19, intermediate, fridrich,-58.132034,56.963947
2123,L19, intermediate, fridrich,0.5681916,99.31014
2124,L19, intermediate, fridrich,-1.7748913,78.3399
2125,L19, intermediate, fridrich,21.310415,-10.850743
2126,L19, intermediate, fridrich,13.639196,-15.901256
2127,L19, intermediate, fridrich,-12.846817,77.76153
2128,L19, intermediate, fridrich,-43.636635,69.765594
2129,L19, intermediate, fridrich,-57.93979,54.804653
2130,L19, intermediate, fridrich,2.8577173,98.39086
2131,L19, intermediate, fridrich,-8.717523,73.844444
2132,L19, checkpoint, fridrich,25.678034,-19.31133
2133,L19, intermediate, fridrich,19.9296,-25.871267
2134,L19, intermediate, fridrich,-82.67629,-5.6563673
2135,L19, intermediate, fridrich,-80.71158,9.796741
2136,L19, intermediate, fridrich,-56.391674,-34.600075
2137,L19, intermediate, fridrich,-54.65545,-46.40094
2138,L19, intermediate, fridrich,-77.3478,20.421848
2139,L19, intermediate, fridrich,-77.25435,-6.9751897
2140,L19, checkpoint, fridrich,6.6766233,-28.25983
2141,L19, intermediate, fridrich,16.334728,-36.56105
2142,L19, intermediate, fridrich,-60.401993,10.503568
2143,L19, intermediate, fridrich,-59.296402,14.843074
2144,L19, intermediate, fridrich,-51.89145,8.5190325
2145,L19, intermediate, fridrich,-51.51558,13.151265
2146,L19, intermediate, fridrich,-55.377125,17.815872
2147,L19, intermediate, fridrich,-53.958626,19.114103
2148,L19, intermediate, fridrich,-49.397045,13.407887
2149,L19, intermediate, fridrich,-49.654297,4.9873285
2150,L19, intermediate, fridrich,-61.023125,11.696183
2151,L19, intermediate, fridrich,-61.070023,5.2689843
2152,L19, intermediate, fridrich,-55.286697,1.8003635
2153,L19, intermediate, fridrich,-65.90414,-0.7888959
2154,L19, intermediate, fridrich,-62.38295,-0.850148
2155,L19, intermediate, fridrich,-59.1555,1.315401
2156,L19, intermediate, fridrich,-65.11894,5.4253054
2157,L19, intermediate, fridrich,-65.957214,9.822532
2158,L19, intermediate, fridrich,-73.1325,0.6317773
2159,L19, intermediate, fridrich,-77.99406,-9.292925
2160,L19, end, fridrich,0.039902046,-33.01952
